Comment,Hatespeech
"Absoliuciai nera ka cia dziaugtis. Jeigu zmogus praktiskai paime apie 50 procentu balsu, nesusitikdamas su rinkejais...ir dar Lietuvoje buvo vedoma juoda reklama pries Uspaskicha ir Darbo partija...Tai galima pasakyti. kad Lietuvoje dabartine valdzia ir visi partijos pagavo fiasko...Konservatoriams nera ka dziaugtis. Reikia pamastyti, kiek balsu gautum Cilinskas, jeigu butum Uspaskicho padetimi...Mano galva Lietuvos valdziai reikia verkti ir mastyti, kad nebutum, kaip Latvijoje, betvarkos pries valdzia.",No
"Absoliuciai nera ka cia dziaugtis. Jeigu zmogus praktiskai paime apie 50 procentu balsu, nesusitikdamas su rinkejais...ir dar Lietuvoje buvo vedoma juoda reklama pries Uspaskicha ir Darbo partija...Tai galima pasakyti. kad Lietuvoje dabartine valdzia ir visi partijos pagavo fiasko...Konservatoriams nera ka dziaugtis. Reikia pamastyti, kiek balsu gautum Cilinskas, jeigu butum Uspaskicho padetimi...Mano galva Lietuvos valdziai reikia verkti ir mastyti, kad nebutum, kaip Latvijoje, betvarkos pries valdzia.",No
"Absoliuciai nera ka cia dziaugtis. Jeigu zmogus praktiskai paime apie 50 procentu balsu, nesusitikdamas su rinkejais...ir dar Lietuvoje buvo vedoma juoda reklama pries Uspaskicha ir Darbo partija...Tai galima pasakyti. kad Lietuvoje dabartine valdzia ir visi partijos pagavo fiasko...Konservatoriams nera ka dziaugtis. Reikia pamastyti, kiek balsu gautum Cilinskas, jeigu butum Uspaskicho padetimi...Mano galva Lietuvos valdziai reikia verkti ir mastyti, kad nebutum, kaip Latvijoje, betvarkos pries valdzia.",No
"Bus rinkimai uz metu, eis darbo partijos sarase pirmu nr ir vel ateis i seima. Siaip reiktu pakeist rinkimu istatyma, kad seimo narys atsisakes mandato traktuotusi kaip sulauzes priesaika, nes is tikro ir sulauze gi:) ir tokiam asmeniui nebebutu leidziama but renkamam i seima. :)",No
"Manau, kad autorius norėtų pirmalaikių rinkimų... Daug nesigilinant, jis tikisi, kad visa Lietuva , tokiu atveju, rinks tik konservatorius. Na o šis straipsnis jau nuo ko, nuo ko, bet nuo konservatorių jam uždėjo pliusą, kurio pasekoje, jis mato save seime. Jis nesidžiaugia p. Čilinsku, jis džiaugiasi savimi, brutalia kalba triumfuodamas. Beje, įdomu, ar prieš tris metus Kėdainiuose, Uspaskich tikrai rungėsi su neįgaliaisiais kandidatais, ar čia ""neįgaliai"" autorius rašo lietuviškai?",No
"Manau, kad autorius norėtų pirmalaikių rinkimų... Daug nesigilinant, jis tikisi, kad visa Lietuva , tokiu atveju, rinks tik konservatorius. Na o šis straipsnis jau nuo ko, nuo ko, bet nuo konservatorių jam uždėjo pliusą, kurio pasekoje, jis mato save seime. Jis nesidžiaugia p. Čilinsku, jis džiaugiasi savimi, brutalia kalba triumfuodamas. Beje, įdomu, ar prieš tris metus Kėdainiuose, Uspaskich tikrai rungėsi su neįgaliaisiais kandidatais, ar čia ""neįgaliai"" autorius rašo lietuviškai?",No
"Manau, kad visų pirma negarbė yra pats tokių rinkimų faktas. Ta prasme, kad asmuo, kuris įtariamas sunkiais nusikaltimais ne sulaikomas apklausti ir pareikšti kaltinimų, o jam be viso kito leidžiama dalyvauti Seimo nario rinkimuose. Ne rinkimuose į kokią seniūniją, o į Seimą, kuris bent jau formaliai yra Lietuvos valdžia...O dabar džiūgauja, kad jis nelaimėjo, o laimėjo kažkoks konservatorius. O kaži kaip prieš tautą būtų atrodę jei Uspaskis BŪTŲ laimėjęs ir dabar jau būtų oficialiu Seimo nariu SU NELIEČIAMYBE???Tai arba nekarkinkit ant jo, įtariat, pareikškit kaltinimus ir pasodinkit, arba palikite jį ramybėje. Nejau sunku tiek suvokti, kad dabartinis absurdo teatras - nemokama reklama Uspaskiui, kada geresnės ir būti negali... ???",No
Nera ko cia dziauktis rusofobams.Is 40 tukstanciu dziuku rezimo skleidziama rusijos baime patikejo 5.5 tukstancio.IR TAI NEKOKIAM PAKRUOJI .O VISADA KONSERVATORISKAME ALYTAUS RAJONE.,No
"Bravo Uzkalni, geras straipsnis. Tie kurie kritikuoja, taip ir nesuprato ka pats norejai pasakyti. Ka jiems vargsams veikti, kai jie pono Lansdbergio ismokyti bet koki bent kiek kritikavusi Marijos zemes tauta yra pasiruose sunauja isvadinti, o kai kurie vien is komentaru tampa aisku, kad pagatavi visus kitaip mastancius karti kaip sunis. Tai amziams uzsikonservavusiu konservu pasekejai. Atleisk dieve jiems ju klaidas, o protingi supras ka reikia daryti.",No
"Deja, straipsnis kiek paviršutinis, bet mintis yra gera. Tik viskas šioj Marijos žemėj yra daug paprasčiau: žmonės garbina tik Mamoną. Kaip gi negarbinsi AMB - juk kiek daug ""iš jo"" malonės gyvena (-o): partiečiai, PST-iečiai, rūmų atstatinėtojai - tai kaip negarbinsi, kai po kiek laiko , žiūrėk, ir šimtelį prie algos iš mūsų biudžeto primes, o kai kam ir personalinę išskirs. O Kniazius - ""kiek iš jo rankų gyvena"", ir tik nedaugelis peilį į nugarą atsidėkodamas. Ponas geras, ponas (gali) duoti. Tai kaip nespindės akys? Tik pensininkų-infantilų akyse visi blogi, nes neduoda nei konservai, nei lddpistai - mat nelabai yr iš ko. Jie nesupranta, kad pirma juos reikia kažkam uždirbt - t.y. jaunesniai generacijai. Dėl to jų absoliučios daugumos akys nespindi - neduos. Ir nesvarbu šitai masei - iš kur pinigai - brazo, gazo, naftos - duok, ir viskas. Ir tik nedaugelis suvokia, kad tam, kad tau ""duotų"", reikia : kad bendro produkto skirstytojų būtų kuo mažiau, kad ne duotų darbo, o netrukdytų dirbti, kad neplėštų mokesčių, nes visi išvažiuos galutinai, kad dirbtų savo galva, o ne s..ine, ir kad ignoruotų visus stabus, - bet čia turi būti laisvas žmogus.",No
"„Kiekvienas jo ištartas žodis yra tiesa“, - apie V.Uspaskichą kalbėjo L.Graužinienė. - taigi darbo partijai vadovauja Jezus Kristus. Bet kaip moteris Grauziniene pateko tarp apastalu, ir kas jai ismuse viena danti- atsakyma tezino tik pats jezus.",No
NE TIK DARBO PARCIJA....,No
po tokio Uspaschiko užsipuolino balsuosiu tik už darbo partija,No
po tokio Uspaschiko užsipuolino balsuosiu tik už darbo partija,No
"Projekta pristate Cepas. Bet kas ji sukure - nezinau... Berods, socialdemokratai..",No
"Projekta pristate Cepas. Bet kas ji sukure - nezinau... Berods, socialdemokratai..",No
>>> Deduktyvinių >Tyrimu< Agiantura //Atlėkias buv.STRAIBATO Eilinis... Tas kur.Afgano pasieni.TurkV O/Karo apygardoi tarnavis... Sensacija!!!.Kas dedas...Pasirodo!!!Kad prieš pat Saugumiečiu kratą...Iš Darbo Partijos būstynės buvia!>>Arti milijona išniašta> Taip buvo išaiškinta viena iš mislingiausių XXIa.Lietuvos kriminalinių istorijų Kaip gali but?Kad JUODOSIOS Buhalterijos dokumintai yra.O kur dingia pinigai nesigirdi/? Ar ne bus tai viena iš Isputingiausiu A.Terliacko ir Ciziko Politiniu pergalių... Kai palakste apie SEIMA Su Centais Aliuminiais...Tai galejo but Midžiaga pamastymui Musu Lietuvos Saugumičiam...Kad jaigu yra Fin-Dokumiantai... Kad ir Juodosios buhalterijos dokumiantai/?? Tai gal?Ir pinigu turėta but?..Kažkurtai Paskžkutai???,No
"Ar gali Seimas 46 balsais iš 141 nulemti visų Lietuvos piliečių, Prezidento bei Atkuriamojo Seimo pirmininko nepritarimo sulaukusio rentų mokėjimo iki gyvos galvos visiems bet kada buvusiems parlamentarams? Tai daryti gali tik visiškai sąžinę praradę, o gal ir niekada jos neturėję žmonės. Negali atsistebėti, jog į šią cinizmo viršūnę veda skurstančius turintys ginti socialdemokratai priešakyje su sovietiniu nomenklatūrininku G. Kirkilu. Toliau - žodis rinkėjams.",No
"dėl tų seimo narių, kurie balsavo už rentas ,gėda socdemams, kurie pasiūlė šį dalyką, gėda Kirkilui,kuris pritaria tokioms aferoms.Reiškia, jos jam labai artimos",No
"Draugai! Už ką kovojome? Vardan ko liejome savo kraują barikadose? Šalin bankrutavusius social-demokrat-kapitalistus ir jų sėbrus konservat-nacionalistus! Lai gyvuoja Svieto-lygintojų partija! O jei rimtai, tai norėjome kapitalizmo, tai jį ir turime su visomis jo ""grimasomis"" - svarbiausias dalykas yra pinigai ir niekam neturi rūpėti kaip jie įgyjami, ar pavagiant, ar gaunant kyšį ar sau pasiskiriant rentą.",No
"KA TOKIE TIPAI PO TO GALI PASAKYTI TAUTAI. LAUK IS VALDZIOSDarbo partijos frakcijos nariai: Virginija Baltraitienė, Rimantas Bašys, Saulius Bucevičius, Kęstutis Daukšys, Saulius Girdauskas, Loreta Graužinienė, Etela Karpickienė, Romualda Kšanienė, Dangutė Mikutienė, Zenonas Mikutis, Audronė Pitrėnienė, Mindaugas Subačius, Ramunė Visockytė, Vladimiras Volčiokas, Manfredas Žymantas, Zita Žvikienė. Socialdemokratų frakcijos nariai: Zigmantas Balčytis, Jonas Jagminas, Jonas Juozapaitis, Jonas Lionginas, Juozas Palionis, Bronius Pauža, Milda Petrauskienė, Algis Rimas, Albertas Sereika, Irena Šiaulienė, Vilija Vertelienė, Birutė Vėsaitė, Edvardas Žakaris. Valstiečių liaudininkų ir Pilietinės demokratijos frakcijos nariai: Juozas Jaruševičius, Vladimiras Orechovas, Alfredas Pekeliūnas, Leokadija Počikovska, Artūras Skardžius, Romas Venclovas. Liberalų ir centro sąjungos frakcijos nariai: Vytautas Bogušis, Algis Čaplikas, Arminas Lydeka, Raimundas Palaitis, Jonas Ramonas, Rimantas Remeika, Henrikas Žukauskas. Naujosios sąjungos frakcijos nariai: Vaclovas Karbauskis, Vaclavas Stankevičius. Tėvynės sąjungos frakcijos nariai: Saulius Pečeliūnas. Liberalų sąjūdžio frakcijos nariai: Gintaras Šileikis.",No
"Atsirado gera proga pacituoti Šimoliūną: «27.Saulius Simoliunas 18:30 2005-06-27 Zenonas Rekasius nedalyvavo bendrame darbe nei studentavimo nei po studiju laikais ar tai butu buve ALT, LB, VLIK ir t.t. Tai jo pastabos kaip paprastai yra pro sona. Jis is pradziu buvo arsus tautininkas, veliau tik santarietis. Adamkus isvare placia bryde Amerikos lietuviu laukuose, surasdamas bendra kalba su skirtingai galvojanciais. Lietuvon jis atveze susitarimo praktika, o ne supriesinima. Adamkus skyriasi nuo Rekasiaus kaip diena nuo nakties».",No
"visų pirma, jis nėra nei „kairuoliškų pažiūrų veikėjas“ [101], nei juo labiau „JAV kompartijos narys“ [97]. ape buržuazinius nacionalistus „tiesoj“ rašinėjo kiti. „santara-šviesa“ ir „akiračių“ mėnraštis amerikėje susikūrė po kultūrinio liberalizmo ir pilietinės visuomenės idėjų vėliava“. galbūt pikasui® bei jam prijaučiantiems tai „kairieji“, tačiau liberalizmas Lietuvoje yra visai kitaip suprantamas – kaip visiška verslo ir pažiūrų laisvė, o ne kaip pilietiškumas ir atsakomybė. beje, kiek suprantu, pilietiškumą labiau už tautiškumą vertina ir pats pikasiukas®. „akiračiai“ visą laiką buvo linkę kritikuot daugelį išeivijos gyvenimo reiškinių, o po 1990 ir padėtį Lietuvoje, ypač konservatorių valdymą 1996-2000. daugelį metų ten buvo skelbiami ir r.valatkos rašiniai. na, tiek to. bet z.rekašius, kaip kiti santarininkai, yra nuoseklus adamkaus rėmėjas ir nenori pastebėt, kaip Lietuva baigiama užvaldyt iš vidaus – per energetiką ir jos pačios struktūras. Lietuvos gyventojai, žemė ir jos „turtai“ naujiesiems šeiminnkams reikalingi mažiausiai. r.grinevičiūtė tuščiai mus gąsdina. juos visų pirma domina pelningesni aktyvai, kuriems valdyt „gazpromo“ pinigais sukurta rusijos pavyzdžio „valdoma demokratija“ modelį, kur, pvz., paulauckas ir galbūt net a.kubilius galėtų vaidint „dešiniųjų“ vaidmenį, o jiems oponuotų kiti „gazpromui“ palankūs politikai.",No
"visų pirma, jis nėra nei „kairuoliškų pažiūrų veikėjas“ [101], nei juo labiau „JAV kompartijos narys“ [97]. ape buržuazinius nacionalistus „tiesoj“ rašinėjo kiti. „santara-šviesa“ ir „akiračių“ mėnraštis amerikėje susikūrė po kultūrinio liberalizmo ir pilietinės visuomenės idėjų vėliava“. galbūt pikasui® bei jam prijaučiantiems tai „kairieji“, tačiau liberalizmas Lietuvoje yra visai kitaip suprantamas – kaip visiška verslo ir pažiūrų laisvė, o ne kaip pilietiškumas ir atsakomybė. beje, kiek suprantu, pilietiškumą labiau už tautiškumą vertina ir pats pikasiukas®. „akiračiai“ visą laiką buvo linkę kritikuot daugelį išeivijos gyvenimo reiškinių, o po 1990 ir padėtį Lietuvoje, ypač konservatorių valdymą 1996-2000. daugelį metų ten buvo skelbiami ir r.valatkos rašiniai. na, tiek to. bet z.rekašius, kaip kiti santarininkai, yra nuoseklus adamkaus rėmėjas ir nenori pastebėt, kaip Lietuva baigiama užvaldyt iš vidaus – per energetiką ir jos pačios struktūras. Lietuvos gyventojai, žemė ir jos „turtai“ naujiesiems šeiminnkams reikalingi mažiausiai. r.grinevičiūtė tuščiai mus gąsdina. juos visų pirma domina pelningesni aktyvai, kuriems valdyt „gazpromo“ pinigais sukurta rusijos pavyzdžio „valdoma demokratija“ modelį, kur, pvz., paulauckas ir galbūt net a.kubilius galėtų vaidint „dešiniųjų“ vaidmenį, o jiems oponuotų kiti „gazpromui“ palankūs politikai.",No
"Bandysite Kauno pavyzdžiu įrodyti, jog konservatoriai niekam tikę? Niekas per porą metų neatstatys to, ką garsioji Kauno merų plejada iki šiol nuveikė. Tai toks pats atvejis, kai konservatoriai trumpai pabuvę valdžioje, dargi krizės metu (sukeltos brazauskininkų) ryžtingai užkėlė valstybę vėl ant bėgių, kuriais socdemai iki šiol ir važiuoja. Tik važiuoja kita kryptimi, visas bėdas versdami TS, gudručiai. O Lietuvos runkeliai iš paskos klykauja - Landsbergis dėl visko kaltas. Nereikia čia tos demagogijos.",No
"Bandysite Kauno pavyzdžiu įrodyti, jog konservatoriai niekam tikę? Niekas per porą metų neatstatys to, ką garsioji Kauno merų plejada iki šiol nuveikė. Tai toks pats atvejis, kai konservatoriai trumpai pabuvę valdžioje, dargi krizės metu (sukeltos brazauskininkų) ryžtingai užkėlė valstybę vėl ant bėgių, kuriais socdemai iki šiol ir važiuoja. Tik važiuoja kita kryptimi, visas bėdas versdami TS, gudručiai. O Lietuvos runkeliai iš paskos klykauja - Landsbergis dėl visko kaltas. Nereikia čia tos demagogijos.",No
"Bandysite Kauno pavyzdžiu įrodyti, jog konservatoriai niekam tikę? Niekas per porą metų neatstatys to, ką garsioji Kauno merų plejada iki šiol nuveikė. Tai toks pats atvejis, kai konservatoriai trumpai pabuvę valdžioje, dargi krizės metu (sukeltos brazauskininkų) ryžtingai užkėlė valstybę vėl ant bėgių, kuriais socdemai iki šiol ir važiuoja. Tik važiuoja kita kryptimi, visas bėdas versdami TS, gudručiai. O Lietuvos runkeliai iš paskos klykauja - Landsbergis dėl visko kaltas. Nereikia čia tos demagogijos.",No
Iš kur pas p. Valatką ta begalinė meilė socdemams ir konservatoriams?,No
Iš kur pas p. Valatką ta begalinė meilė socdemams ir konservatoriams?,No
"nes pikasėlis® [277] vėl nesuprato visai akivaizdžių dalykų [276]: šalį valdančios grupuotės politiniai atstovai šiandien yra socdemai + zuokiniai bei prie jų prisišlieję konservatoriai su prunckiniais. jei nebūtų įvykęs tasai vsd skandalas, tasai pasidalijimas vaidmenimis bei rinkėjais būtų ryškesnis. tėvynės sąjunga pasirinko, deja, ne „mažesnę blogybę esančioje situacijoje“ [280] o vis dėlto „vaivorykštę“. jei seimo rinkimai įvyktų dabar, kitokia dauguma nelabai susidėlioja.",No
"nes pikasėlis® [277] vėl nesuprato visai akivaizdžių dalykų [276]: šalį valdančios grupuotės politiniai atstovai šiandien yra socdemai + zuokiniai bei prie jų prisišlieję konservatoriai su prunckiniais. jei nebūtų įvykęs tasai vsd skandalas, tasai pasidalijimas vaidmenimis bei rinkėjais būtų ryškesnis. tėvynės sąjunga pasirinko, deja, ne „mažesnę blogybę esančioje situacijoje“ [280] o vis dėlto „vaivorykštę“. jei seimo rinkimai įvyktų dabar, kitokia dauguma nelabai susidėlioja.",No
"nes pikasėlis® [277] vėl nesuprato visai akivaizdžių dalykų [276]: šalį valdančios grupuotės politiniai atstovai šiandien yra socdemai + zuokiniai bei prie jų prisišlieję konservatoriai su prunckiniais. jei nebūtų įvykęs tasai vsd skandalas, tasai pasidalijimas vaidmenimis bei rinkėjais būtų ryškesnis. tėvynės sąjunga pasirinko, deja, ne „mažesnę blogybę esančioje situacijoje“ [280] o vis dėlto „vaivorykštę“. jei seimo rinkimai įvyktų dabar, kitokia dauguma nelabai susidėlioja.",No
"Tai, kad socdemai, kaip velnias kryžiaus, bijo naujų liustracijos įstatymo pataisų, konservatoriai kalti mažiausiai. Tai, kad socdemai pabėgo iš Seimo posėdžių salės, nenorėdami tęsti jau pradėto darbo (priminsiu, kad dėl rezervistų jau balsuota) liustracijos įstatymų keitimui kaip tik ir įrodo, kad tai juos labiausiai liečia. Tėvynės Sąjungos frakcijos reakcija buvo gan greita ir buvo adekvati. Jie nebalsavo dėl kito socdemų siūlomo įstatymo. Tai kas negerai ir kur jūs matote prisitaikėliškumą? Ir dar. Jei norite, kad mūsų diskusija įgautų nors kiek padoresnę raišką, siūlau išmesti iš būsimo teksto visokius ""laižymus ir AMB'o suverenitetus"" ir panašius ""perliukus"". Gal jūs, kolega, galite atsakyti į paskutinį 285 nr Pikasiuko klausimą?",No
"Tai, kad socdemai, kaip velnias kryžiaus, bijo naujų liustracijos įstatymo pataisų, konservatoriai kalti mažiausiai. Tai, kad socdemai pabėgo iš Seimo posėdžių salės, nenorėdami tęsti jau pradėto darbo (priminsiu, kad dėl rezervistų jau balsuota) liustracijos įstatymų keitimui kaip tik ir įrodo, kad tai juos labiausiai liečia. Tėvynės Sąjungos frakcijos reakcija buvo gan greita ir buvo adekvati. Jie nebalsavo dėl kito socdemų siūlomo įstatymo. Tai kas negerai ir kur jūs matote prisitaikėliškumą? Ir dar. Jei norite, kad mūsų diskusija įgautų nors kiek padoresnę raišką, siūlau išmesti iš būsimo teksto visokius ""laižymus ir AMB'o suverenitetus"" ir panašius ""perliukus"". Gal jūs, kolega, galite atsakyti į paskutinį 285 nr Pikasiuko klausimą?",No
"Tai, kad socdemai, kaip velnias kryžiaus, bijo naujų liustracijos įstatymo pataisų, konservatoriai kalti mažiausiai. Tai, kad socdemai pabėgo iš Seimo posėdžių salės, nenorėdami tęsti jau pradėto darbo (priminsiu, kad dėl rezervistų jau balsuota) liustracijos įstatymų keitimui kaip tik ir įrodo, kad tai juos labiausiai liečia. Tėvynės Sąjungos frakcijos reakcija buvo gan greita ir buvo adekvati. Jie nebalsavo dėl kito socdemų siūlomo įstatymo. Tai kas negerai ir kur jūs matote prisitaikėliškumą? Ir dar. Jei norite, kad mūsų diskusija įgautų nors kiek padoresnę raišką, siūlau išmesti iš būsimo teksto visokius ""laižymus ir AMB'o suverenitetus"" ir panašius ""perliukus"". Gal jūs, kolega, galite atsakyti į paskutinį 285 nr Pikasiuko klausimą?",No
